"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"11 Mar 2017";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"FIN.OUEST AFRICAIN";"SN0000033192";"FOAF";"Euronext Paris";"EUR";"3,00";"3,00";"3,00";"3,00";"02/03/2017 16:30";"CET";"110";"330,00"
"FINANCIER CROI INV";"FR0010480517";"MLFCI";"Marché Libre Paris";"EUR";"0,15";"0,15";"0,15";"0,15";"17/02/2017 15:00";"CET";"301";"45,15"
"FINANCIERE MARJOS";"FR0000060824";"FINM";"Euronext Paris";"EUR";"0,17";"0,17";"0,17";"0,17";"08/02/2017 11:30";"CET";"989";"168,13"
"FINANCIERE ODET";"FR0000062234";"ODET";"Euronext Paris";"EUR";"780,25";"786,25";"770,00";"786,25";"10/03/2017 17:35";"CET";"149";"116056,65"
"FINANCIERE SICOMAX";"FR0000066797";"MLSIC";"Marché Libre Paris";"EUR";"8,00";"8,00";"8,00";"8,00";"09/03/2017 15:00";"CET";"1";"8,00"
"FINATIS";"FR0000035123";"FNTS";"Euronext Paris";"EUR";"51,12";"51,12";"50,68";"50,68";"10/03/2017 16:30";"CET";"161";"8189,40"
"FINAXO";"FR0010487272";"MLFXO";"Marché Libre Paris";"EUR";"4,38";"4,38";"4,38";"4,38";"09/03/2017 15:00";"CET";"300";"1314,00"
"FIPP";"FR0000038184";"FIPP";"Euronext Paris";"EUR";"0,16";"0,16";"0,14";"0,15";"10/03/2017 15:24";"CET";"4369";"641,66"
"FIRSTCAUTION";"CH0120879058";"MLFIR";"Marché Libre Paris";"EUR";"0,62";"0,62";"0,62";"0,62";"09/02/2017 15:00";"CET";"50";"31,00"
"FLEURY MICHON";"FR0000074759";"FLE";"Euronext Paris";"EUR";"63,45";"63,50";"62,00";"62,00";"10/03/2017 17:24";"CET";"1044";"65177,56"
"FLEURYMBSAR22MAR20";"FR0011408731";"FLEBS";"Euronext Paris";"EUR";"12,00";"12,00";"12,00";"12,00";"10/03/2017 09:17";"CET";"4250";"51000,00"
"FLEXOS";"BE0003885051";"FLEX";"Marché Libre Brussels";"EUR";"4,35";"4,35";"4,35";"4,35";"26/01/2017 15:00";"CET";"113";"491,55"
"FLORIDIENNE";"BE0003215143";"FLOB";"Euronext Brussels";"EUR";"124,60";"124,60";"124,60";"124,60";"10/03/2017 11:30";"CET";"20";"2492,00"
"FLOW TRADERS";"NL0011279492";"FLOW";"Euronext Amsterdam";"EUR";"32,37";"32,615";"32,35";"32,355";"10/03/2017 17:37";"CET";"79003";"2565899,305"
"FLUXYS BELGIUM D";"BE0974265945";"FLUX";"Euronext Brussels";"EUR";"26,30";"26,30";"26,25";"26,25";"10/03/2017 17:10";"CET";"1497";"39349,145"
"FNG N.V.";"NL0012047849";"FNG";"Euronext Amsterdam";"EUR";"23,20";"23,40";"23,20";"23,40";"10/03/2017 16:30";"CET";"2550";"59480,00"
"FOCUS HOME INT";"FR0012419307";"ALFOC";"Alternext Paris";"EUR";"30,50";"30,51";"30,45";"30,50";"10/03/2017 17:36";"CET";"3356";"102269,925"
"FONC ATLAND BSA";"FR0012951028";"FATBS";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FONC. PARIS NORD";"FR0011277391";"FPN";"Euronext Paris";"EUR";"0,05";"0,05";"0,04";"0,04";"10/03/2017 17:29";"CET";"8000";"350,00"
"FONC.DES REGIONS";"FR0000064578";"FDR";"Euronext Paris";"EUR";"76,59";"76,59";"75,64";"75,80";"10/03/2017 17:35";"CET";"96724";"7340488,90"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"Euronext Paris";"EUR";"2,95";"2,95";"2,95";"2,95";"10/03/2017 11:30";"CET";"169";"498,55"
"FONCIERE ATLAND";"FR0000064362";"FATL";"Euronext Paris";"EUR";"93,00";"97,00";"93,00";"97,00";"10/03/2017 15:18";"CET";"227";"21486,00"
"FONCIERE DES MURS";"FR0000060303";"FMU";"Euronext Paris";"EUR";"26,71";"27,42";"26,70";"26,90";"10/03/2017 17:35";"CET";"2782";"75030,30"
"FONCIERE EURIS";"FR0000038499";"EURS";"Euronext Paris";"EUR";"40,33";"40,33";"40,26";"40,26";"10/03/2017 16:30";"CET";"148";"5961,84"
"FONCIERE INEA";"FR0010341032";"INEA";"Euronext Paris";"EUR";"38,00";"38,00";"38,00";"38,00";"10/03/2017 17:35";"CET";"10";"380,00"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"Euronext Paris";"EUR";"48,30";"48,30";"47,725";"48,23";"10/03/2017 17:35";"CET";"668";"32083,58"
"FONCIERE MURS DS";"FR0013240363";"FDUDS";"Euronext Paris";"EUR";"0,256";"0,29";"0,219";"0,22";"10/03/2017 17:29";"CET";"146600";"34394,976"
"FONCIERE R-PARIS";"FR0000063265";"FFBE";"Euronext Paris";"EUR";"34,97";"34,97";"34,97";"34,97";"08/07/2011 11:30";"CET";"1";"34,97"
"FONCIERE VINDI";"FR0011605617";"MLVIN";"Marché Libre Paris";"EUR";"0,42";"0,42";"0,42";"0,42";"27/02/2017 15:00";"CET";"1";"0,42"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"Euronext Paris";"EUR";"3,85";"3,85";"3,85";"3,85";"08/03/2017 11:30";"CET";"25";"96,25"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Amsterdam";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"Euronext Paris";"EUR";"895,99";"895,99";"895,99";"895,99";"02/09/2016 16:30";"CET";"2";"1791,98"
"FORFARMERS";"NL0011832811";"FFARM";"Euronext Amsterdam";"EUR";"7,50";"7,525";"7,48";"7,505";"10/03/2017 17:35";"CET";"57709";"433151,892"
"FOUNTAIN";"BE0003752665";"FOU";"Euronext Brussels";"EUR";"1,70";"1,70";"1,70";"1,70";"09/03/2017 16:30";"CET";"1474";"2505,80"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"Alternext Paris";"EUR";"88,55";"88,55";"86,96";"87,94";"10/03/2017 17:35";"CET";"2353";"206682,05"
"FRANCAISE ENERGIE";"FR0013030152";"LFDE";"Euronext Paris";"EUR";"11,39";"11,50";"11,22";"11,30";"10/03/2017 17:28";"CET";"979";"11065,35"
"FRANCE CHAUFFAGE";"FR0004260479";"MLFRC";"Marché Libre Paris";"EUR";"5,00";"5,00";"5,00";"5,00";"06/02/2017 15:00";"CET";"59";"295,00"
"FRANCE TOURISME";"FR0010823724";"MLFTI";"Marché Libre Paris";"EUR";"0,18";"0,18";"0,18";"0,18";"02/03/2017 15:00";"CET";"10118";"1821,24"
"FREELANCE BS 2018";"FR0013229291";"FREBS";"Alternext Paris";"EUR";"0,04";"0,04";"0,04";"0,04";"21/02/2017 16:00";"CET";"2530";"101,20"
"FREELANCE.COM";"FR0004187367";"ALFRE";"Alternext Paris";"EUR";"1,23";"1,23";"1,23";"1,23";"10/03/2017 15:30";"CET";"5000";"6150,00"
"FREY";"FR0010588079";"FREY";"Euronext Paris";"EUR";"26,40";"26,40";"26,40";"26,40";"10/03/2017 15:22";"CET";"20001";"517026,40"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"Euronext Paris";"EUR";"506,00";"515,00";"506,00";"515,00";"10/03/2017 16:30";"CET";"26";"13372,00"
"FUDAKIN";"HK0000058989";"MLKIN";"Marché Libre Paris";"EUR";"11,00";"11,00";"11,00";"11,00";"19/12/2011 15:00";"CET";"500";"5500,00"
"FUGRO";"NL0000352565";"FUR";"Euronext Amsterdam";"EUR";"14,995";"15,235";"14,90";"15,00";"10/03/2017 17:35";"CET";"963426";"14498555,065"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"Euronext Lisbon";"EUR";"0,70";"0,70";"0,70";"0,70";"10/03/2017 10:30";"GMT";"1400";"980,00"
"FUTUREN";"FR0011284991";"FTRN";"Euronext Paris";"EUR";"0,87";"0,87";"0,86";"0,86";"10/03/2017 17:35";"CET";"40535";"35186,75"
"G.A.I.";"FR0000053415";"MLGAI";"Marché Libre Paris";"EUR";"121,00";"121,00";"121,00";"121,00";"17/06/2016 15:00";"CET";"1";"121,00"
"GALAPAGOS";"BE0003818359";"GLPG";"Euronext Amsterdam, Brussels";"EUR";"71,23";"72,93";"71,14";"72,57";"10/03/2017 17:35";"CET";"486393";"35053619,94"
"GALEO";"FR0011100759";"MLGAL";"Marché Libre Paris";"EUR";"3,00";"3,00";"3,00";"3,00";"24/02/2017 15:00";"CET";"297";"891,00"
"GALIMMO";"FR0000030611";"CIEM";"Euronext Paris";"EUR";"21,80";"21,80";"21,80";"21,80";"10/03/2017 11:30";"CET";"1";"21,80"
"GALLOO ILE DE FCE";"FR0000077232";"MLGRD";"Marché Libre Paris";"EUR";"9,94";"9,94";"9,94";"9,94";"27/12/2016 15:00";"CET";"3";"29,82"
"GALP ENERGIA-NOM";"PTGAL0AM0009";"GALP";"Euronext Lisbon";"EUR";"13,745";"13,875";"13,605";"13,65";"10/03/2017 16:35";"GMT";"1726481";"23645074,255"
"GASCOGNE";"FR0000124414";"ALBI";"Alternext Paris";"EUR";"3,75";"3,75";"3,75";"3,75";"10/03/2017 15:30";"CET";"288";"1080,00"
"GAUMONT";"FR0000034894";"GAM";"Euronext Paris";"EUR";"74,77";"75,10";"74,77";"75,00";"10/03/2017 17:25";"CET";"1243";"93217,60"
"GAUSSIN";"FR0010342329";"ALGAU";"Alternext Paris";"EUR";"0,38";"0,40";"0,38";"0,39";"10/03/2017 17:35";"CET";"807936";"315611,78"
"GAUSSIN BSA";"FR0013186061";"GAUBT";"Alternext Paris";"EUR";"0,02";"0,02";"0,02";"0,02";"09/03/2017 14:55";"CET";"24515";"490,30"
"GAUSSIN BSAR";"FR0011462803";"GAUBS";"Alternext Paris";"EUR";"0,19";"0,19";"0,19";"0,19";"07/03/2017 09:05";"CET";"3000";"570,00"
"GBL";"BE0003797140";"GBLB";"Euronext Brussels";"EUR";"82,90";"83,65";"82,90";"83,25";"10/03/2017 17:35";"CET";"141429";"11788503,65"
"GDS (144A) RUSAL";"US9098831004";"RUAL";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GDS (S) RUSAL";"US9098832093";"RUSAL";"Euronext Paris";"EUR";"9,21";"9,21";"9,00";"9,00";"09/03/2017 12:45";"CET";"971";"8756,43"
"GDS MOULINS STRAS.";"FR0000064180";"GDMS";"Euronext Paris";"EUR";"721,00";"721,00";"721,00";"721,00";"10/03/2017 11:30";"CET";"1";"721,00"
"GEA GRENOBL.ELECT.";"FR0000053035";"GEA";"Euronext Paris";"EUR";"87,61";"87,70";"87,61";"87,70";"10/03/2017 16:45";"CET";"501";"43937,61"
"GECI INTL";"FR0000079634";"GECP";"Euronext Paris";"EUR";"0,31";"0,31";"0,30";"0,31";"10/03/2017 17:35";"CET";"105151";"32474,77"
"GECI INTL BS";"FR0013141249";"GECBS";"Euronext Paris";"EUR";"0,23";"0,253";"0,221";"0,222";"10/03/2017 17:36";"CET";"42540";"9964,804"
"GECINA NOM.";"FR0010040865";"GFC";"Euronext Paris";"EUR";"116,75";"116,80";"115,55";"115,95";"10/03/2017 17:35";"CET";"147924";"17182307,30"
"GEL GROUPE";"FR0012336675";"MLGEL";"Marché Libre Paris";"EUR";"6,49";"6,49";"6,49";"6,49";"04/01/2017 15:00";"CET";"200";"1298,00"
"GEMALTO";"NL0000400653";"GTO";"Euronext Amsterdam, Paris";"EUR";"61,45";"62,06";"61,06";"61,71";"10/03/2017 17:35";"CET";"406438";"25079970,96"
"GENERAL ELECTRIC";"US3696041033";"GNE";"Euronext Paris";"EUR";"28,24";"28,24";"27,90";"27,96";"10/03/2017 16:56";"CET";"4130";"115863,91"
"GENERIX";"FR0010501692";"GENX";"Euronext Paris";"EUR";"2,45";"2,46";"2,44";"2,44";"10/03/2017 17:12";"CET";"5117";"12496,46"
"GENEURO";"CH0308403085";"GNRO";"Euronext Paris";"EUR";"9,32";"9,34";"9,25";"9,25";"10/03/2017 17:35";"CET";"6925";"64418,16"
"GENFIT";"FR0004163111";"GNFT";"Euronext Paris";"EUR";"28,52";"29,69";"27,72";"29,22";"10/03/2017 17:35";"CET";"609012";"17653207,35"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"Euronext Brussels";"EUR";"144,00";"144,00";"144,00";"144,00";"10/03/2017 15:16";"CET";"646";"93024,00"
"GENKYOTEX";"FR0011790542";"GKTX";"Euronext Paris, Brussels";"EUR";"2,04";"2,11";"2,04";"2,08";"10/03/2017 17:35";"CET";"28235";"58472,81"
"GENOMIC VISION";"FR0011799907";"GV";"Euronext Paris";"EUR";"3,84";"3,84";"3,75";"3,84";"10/03/2017 11:59";"CET";"467";"1791,93"
"GENOWAY";"FR0004053510";"ALGEN";"Alternext Paris";"EUR";"2,00";"2,05";"1,99";"2,03";"10/03/2017 17:35";"CET";"5578";"11284,87"
"GENSIGHT BIOLOGICS";"FR0013183985";"SIGHT";"Euronext Paris";"EUR";"7,31";"7,44";"7,31";"7,44";"10/03/2017 15:20";"CET";"194";"1426,37"
"GENTLEMENS EQUITY";"PTGVE1AE0009";"MLGEQ";"Marché Libre Paris";"EUR";"0,08";"0,08";"0,08";"0,08";"01/03/2017 15:00";"CET";"6000";"480,00"
"GEOREX PROV.REGPT";"FR0000057945";"MLGEO";"Marché Libre Paris";"EUR";"0,08";"0,08";"0,08";"0,08";"07/03/2017 15:17";"CET";"58875";"4710,00"
"GEVELOT";"FR0000033888";"ALGEV";"Alternext Paris";"EUR";"160,00";"160,00";"160,00";"160,00";"09/03/2017 15:30";"CET";"6";"960,00"
"GFI INFORMATIQUE";"FR0004038099";"GFI";"Euronext Paris";"EUR";"8,13";"8,14";"8,06";"8,13";"10/03/2017 17:35";"CET";"2946";"23861,70"
"GIMV";"BE0003699130";"GIMB";"Euronext Brussels";"EUR";"51,43";"51,97";"51,43";"51,86";"10/03/2017 17:35";"CET";"17456";"903247,04"
"GIORGIO FEDON";"IT0001210050";"FED";"Euronext Paris";"EUR";"14,05";"14,05";"14,05";"14,05";"10/03/2017 09:00";"CET";"1";"14,05"
"GL EVENTS";"FR0000066672";"GLO";"Euronext Paris";"EUR";"19,30";"19,39";"19,25";"19,30";"10/03/2017 17:35";"CET";"14179";"40219410,22"
"GLINTT";"PTPAD0AM0007";"GLINT";"Euronext Lisbon";"EUR";"0,214";"0,217";"0,214";"0,217";"09/03/2017 11:05";"GMT";"58";"12,53"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"Alternext Paris";"EUR";"22,30";"23,00";"22,23";"22,44";"10/03/2017 17:35";"CET";"6729";"151397,77"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"Alternext Paris";"EUR";"3,06";"3,14";"3,02";"3,10";"10/03/2017 17:35";"CET";"3816";"11761,17"
"GLOBAL GRAPHICS";"GB00BYN5BY03";"GLOG";"Euronext Brussels";"EUR";"3,66";"3,75";"3,64";"3,75";"10/03/2017 14:52";"CET";"25383";"93625,02"
"GLOBAL HEALTH GR.";"CH0121668229";"MLIFE";"Marché Libre Paris";"EUR";"1,95";"1,95";"1,95";"1,95";"08/02/2017 15:00";"CET";"100";"195,00"
"GLOBAL INVESTMENT";"FR0004060234";"ALGIS";"Alternext Paris";"EUR";"0,24";"0,24";"0,24";"0,24";"24/07/2014 15:30";"CET";"200";"48,00"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"Alternext Paris";"EUR";"1,27";"1,27";"1,27";"1,27";"08/03/2017 15:30";"CET";"755";"958,85"
"GOLD CAP RESOURCES";"CA38055V2049";"MLGCR";"Marché Libre Paris";"EUR";"0,10";"0,10";"0,10";"0,10";"21/01/2016 15:00";"CET";"1";"0,10"
"GOUR MEDICAL";"CH0342399851";"MLGML";"Marché Libre Paris";"EUR";"10,40";"10,40";"10,40";"10,40";"28/02/2017 15:00";"CET";"15";"156,00"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"Euronext Paris";"EUR";"18,89";"19,04";"18,65";"19,03";"10/03/2017 15:35";"CET";"580";"10966,54"
"GPE PAROT (AUTO)";"FR0013204070";"ALPAR";"Alternext Paris";"EUR";"7,20";"7,21";"7,15";"7,21";"10/03/2017 11:44";"CET";"16";"114,75"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"Euronext Paris";"EUR";"20,95";"21,99";"20,95";"21,99";"10/03/2017 16:30";"CET";"5856";"125418,40"
"GRANDVISION";"NL0010937066";"GVNV";"Euronext Amsterdam";"EUR";"23,20";"23,28";"22,93";"23,225";"10/03/2017 19:46";"CET";"95449";"2207326,23"
"GRECEMAR";"FR0012991040";"MLCMG";"Marché Libre Paris";"EUR";"8,50";"8,50";"8,50";"8,50";"23/02/2017 15:00";"CET";"1";"8,50"
"GREEN ENERGY GE4S";"BE0948833760";"MLGES";"Marché Libre Paris";"EUR";"2,28";"2,28";"2,28";"2,28";"28/02/2017 15:00";"CET";"215";"490,20"
"GREENYARD";"BE0003765790";"GREEN";"Euronext Brussels";"EUR";"16,325";"16,49";"16,215";"16,435";"10/03/2017 17:35";"CET";"208317";"3402205,19"
"GROOTHANDELSGEBOUW";"NL0000440824";"GROHA";"Euronext Amsterdam";"EUR";"50,45";"50,45";"50,45";"50,45";"07/03/2017 11:30";"CET";"100";"5045,00"
"GROUPE CARNIVOR";"FR0000076960";"MLGRC";"Marché Libre Paris";"EUR";"18,58";"18,58";"18,58";"18,58";"03/03/2017 15:00";"CET";"16";"297,28"
"GROUPE CRIT";"FR0000036675";"CEN";"Euronext Paris";"EUR";"76,25";"77,41";"76,25";"77,19";"10/03/2017 17:35";"CET";"718";"55234,39"
"GROUPE EUROTUNNEL";"FR0010533075";"GET";"Euronext Paris, London";"EUR";"8,70";"8,813";"8,70";"8,762";"10/03/2017 17:35";"CET";"2138777";"18763795,574"
"GROUPE FLO";"FR0004076891";"FLO";"Euronext Paris";"EUR";"1,07";"1,09";"1,05";"1,06";"10/03/2017 17:25";"CET";"7245";"7777,05"
"GROUPE FNAC";"FR0011476928";"FNAC";"Euronext Paris";"EUR";"68,50";"70,80";"68,48";"70,10";"10/03/2017 17:35";"CET";"48890";"3424314,07"
"GROUPE GORGE";"FR0000062671";"GOE";"Euronext Paris";"EUR";"21,20";"21,56";"21,00";"21,00";"10/03/2017 17:35";"CET";"34718";"740935,80"
"GROUPE GUILLIN";"FR0012819381";"ALGIL";"Alternext Paris";"EUR";"35,36";"35,45";"35,10";"35,15";"10/03/2017 17:35";"CET";"10834";"382613,80"
"GROUPE IRD";"FR0000124232";"IRD";"Euronext Paris";"EUR";"19,42";"19,42";"19,42";"19,42";"10/03/2017 09:00";"CET";"1";"19,42"
"GROUPE JAJ";"FR0004010338";"GJAJ";"Euronext Paris";"EUR";"1,37";"1,37";"1,37";"1,37";"10/03/2017 11:30";"CET";"1";"1,37"
"GROUPE LDLC";"FR0000075442";"LDL";"Euronext Paris";"EUR";"33,53";"33,53";"32,45";"32,45";"10/03/2017 17:28";"CET";"1844";"60233,79"
"GROUPE OPEN";"FR0004050300";"OPN";"Euronext Paris";"EUR";"25,50";"25,70";"25,33";"25,50";"10/03/2017 17:36";"CET";"9341";"238407,83"
"GROUPE PARTOUCHE";"FR0012612646";"PARP";"Euronext Paris";"EUR";"35,35";"35,50";"34,95";"35,10";"10/03/2017 17:35";"CET";"1581";"55515,43"
"GROUPE PLUS-VALUES";"FR0010529719";"MLPVG";"Marché Libre Paris";"EUR";"0,01";"0,01";"0,01";"0,01";"18/03/2013 15:00";"CET";"20000";"200,00"
"GROUPE RIVALIS";"FR0010766642";"MLRIV";"Marché Libre Paris";"EUR";"9,98";"9,98";"9,98";"9,98";"18/04/2012 15:00";"CET";"105";"1047,90"
"GROUPE SFPI";"FR0004155000";"SFPI";"Euronext Paris";"EUR";"2,75";"2,75";"2,75";"2,75";"10/03/2017 09:00";"CET";"11";"30,25"
"GROUPE VIAL";"FR0010340406";"VIA";"Euronext Paris";"EUR";"0,90";"0,92";"0,89";"0,91";"31/01/2014 17:13";"CET";"27550";"24833,50"
"GROUPIMO";"FR0010490961";"ALIMO";"Alternext Paris";"EUR";"0,66";"0,66";"0,66";"0,66";"06/03/2017 15:30";"CET";"301";"198,66"
"GTT";"FR0011726835";"GTT";"Euronext Paris";"EUR";"34,365";"35,85";"34,365";"35,415";"10/03/2017 17:35";"CET";"66421";"2350610,855"
"GUERBET";"FR0000032526";"GBT";"Euronext Paris";"EUR";"83,14";"85,93";"82,62";"84,30";"10/03/2017 17:35";"CET";"8143";"687790,65"
"GUERBET NV";"FR0013229028";"GBTNV";"Euronext Paris";"EUR";"83,00";"83,00";"83,00";"83,00";"10/03/2017 17:00";"CET";"100";"8300,00"
"GUILLEMOT";"FR0000066722";"GUI";"Euronext Paris";"EUR";"1,59";"1,59";"1,56";"1,57";"10/03/2017 16:56";"CET";"24481";"38243,72"
"GUY DEGRENNE";"FR0004035061";"GUYD";"Euronext Paris";"EUR";"0,45";"0,45";"0,45";"0,45";"10/03/2017 11:30";"CET";"1";"0,45"
"H2O INNOVATION INC";"CA4433003064";"ALHEO";"Alternext Paris";"EUR";"1,10";"1,10";"1,10";"1,10";"01/03/2017 15:30";"CET";"680";"748,00"
"HAL TRUST";"BMG455841020";"HAL";"Euronext Amsterdam";"EUR";"176,40";"177,19";"175,80";"176,56";"10/03/2017 17:35";"CET";"9558";"1685953,16"
"HAMON";"BE0003700144";"HAMO";"Euronext Brussels";"EUR";"3,599";"3,644";"3,571";"3,644";"10/03/2017 15:21";"CET";"1293";"4658,673"
"HARVEST";"FR0010207795";"ALHVS";"Alternext Paris";"EUR";"55,04";"55,04";"55,04";"55,04";"10/03/2017 15:30";"CET";"37";"2036,48"
"HAULOTTE GROUP";"FR0000066755";"PIG";"Euronext Paris";"EUR";"14,15";"14,17";"14,06";"14,15";"10/03/2017 17:35";"CET";"7287";"102809,89"
"HAVAS";"FR0000121881";"HAV";"Euronext Paris";"EUR";"8,301";"8,34";"8,235";"8,332";"10/03/2017 17:35";"CET";"565375";"4693978,476"
"HEIJMANS";"NL0009269109";"HEIJM";"Euronext Amsterdam";"EUR";"7,277";"7,45";"7,25";"7,253";"10/03/2017 17:35";"CET";"247814";"1824230,971"
"HEINEKEN";"NL0000009165";"HEIA";"Euronext Amsterdam";"EUR";"78,20";"78,41";"77,78";"78,00";"10/03/2017 17:35";"CET";"566085";"44218483,59"
"HEINEKEN HOLDING";"NL0000008977";"HEIO";"Euronext Amsterdam";"EUR";"72,93";"73,10";"72,43";"72,89";"10/03/2017 17:35";"CET";"141889";"10335485,62"
"HERIGE";"FR0000066540";"HERIG";"Euronext Paris";"EUR";"29,41";"29,50";"29,41";"29,41";"10/03/2017 17:16";"CET";"1009";"29675,41"
"HERIGE NV";"FR0013227451";"HERNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"HERMES INTL";"FR0000052292";"RMS";"Euronext Paris";"EUR";"423,05";"429,50";"423,05";"429,05";"10/03/2017 17:35";"CET";"32501";"13906345,20"
"HEURTEY PETROCHEM";"FR0010343186";"ALHPC";"Alternext Paris";"EUR";"23,30";"23,30";"23,26";"23,26";"10/03/2017 13:53";"CET";"220";"5120,00"
"HEXCEL";"US4282911084";"HXL";"Euronext Paris";"EUR";"40,78";"40,78";"37,60";"37,60";"20/07/2016 16:28";"CET";"110";"4145,54"
"HF";"FR0000038531";"HF";"Euronext Paris";"EUR";"9,03";"9,08";"8,99";"9,05";"10/03/2017 17:28";"CET";"1647";"14848,47"
"HI-MEDIA";"FR0012821890";"HIM";"Euronext Paris";"EUR";"9,35";"9,65";"9,31";"9,54";"10/03/2017 17:35";"CET";"16647";"157823,73"
"HIGH CO";"FR0000054231";"HCO";"Euronext Paris";"EUR";"6,92";"6,93";"6,81";"6,87";"10/03/2017 17:35";"CET";"9232";"63385,60"
"HIOLLE INDUSTRIES";"FR0000077562";"ALHIO";"Alternext Paris";"EUR";"3,39";"3,40";"3,37";"3,40";"10/03/2017 14:02";"CET";"201";"681,00"
"HIPAY GROUP";"FR0012821916";"HIPAY";"Euronext Paris";"EUR";"12,19";"12,20";"12,08";"12,15";"10/03/2017 17:35";"CET";"2212";"26928,10"
"HITECHPROS";"FR0010396309";"ALHIT";"Alternext Paris";"EUR";"13,95";"13,95";"13,95";"13,95";"10/03/2017 15:58";"CET";"773";"10783,35"
"HK";"DE000A11Q133";"MLHK";"Marché Libre Paris";"EUR";"160,01";"160,01";"160,01";"160,01";"07/03/2017 15:00";"CET";"3";"480,03"
"HOCHE BAINS L.BAIN";"FR0000051302";"MLHBB";"Marché Libre Paris";"EUR";"8,47";"8,47";"8,47";"8,47";"09/11/2016 15:00";"CET";"5";"42,35"
"HOLLAND COLOURS";"NL0000440311";"HOLCO";"Euronext Amsterdam";"EUR";"69,36";"70,01";"69,36";"70,00";"10/03/2017 17:07";"CET";"216";"15042,36"
"HOLOSFIND";"FR0010446765";"ALHOL";"Alternext Paris";"EUR";"0,02";"0,04";"0,02";"0,03";"10/03/2017 17:02";"CET";"2402204";"71930,23"
"HOME CONCEPT";"FR0012336691";"MLHCF";"Marché Libre Paris";"EUR";"15,25";"15,25";"15,25";"15,25";"23/12/2016 15:00";"CET";"5";"76,25"
"HOME INVEST BE.";"BE0003760742";"HOMI";"Euronext Brussels";"EUR";"95,75";"96,35";"95,75";"96,35";"10/03/2017 16:27";"CET";"580";"55735,48"
"HOPSCOTCH GROUPE";"FR0000065278";"HOP";"Euronext Paris";"EUR";"7,94";"7,99";"7,87";"7,90";"10/03/2017 16:51";"CET";"2248";"17848,72"
"HORIZONTALSOFTWARE";"FR0013219367";"ALHSW";"Alternext Paris";"EUR";"7,99";"7,99";"7,78";"7,78";"10/03/2017 16:40";"CET";"685";"5413,42"
"HOT.MAJESTIC CANNE";"FR0006226791";"MLHMC";"Marché Libre Paris";"EUR";"3720,00";"3720,00";"3720,00";"3720,00";"17/02/2017 15:00";"CET";"1";"3720,00"
"HOTELIM";"FR0000053738";"MLHOT";"Marché Libre Paris";"EUR";"29,50";"29,50";"29,50";"29,50";"24/11/2016 15:00";"CET";"250";"7375,00"
"HOTELS DE PARIS";"FR0004165801";"HDP";"Euronext Paris";"EUR";"1,56";"1,56";"1,56";"1,56";"10/03/2017 11:30";"CET";"90";"140,40"
"HOTL.IMMOB.NICE";"FR0006563904";"MLHIN";"Marché Libre Paris";"EUR";"160,00";"160,00";"160,00";"160,00";"10/02/2017 15:00";"CET";"5";"800,00"
"HSBC HOLDINGS";"GB0005405286";"HSB";"Euronext Paris";"EUR";"7,66";"7,67";"7,61";"7,67";"10/03/2017 17:35";"CET";"28811";"220147,96"
"HUBWOO";"FR0004052561";"HBW";"Euronext Paris";"EUR";"0,12";"0,12";"0,12";"0,12";"10/03/2017 09:00";"CET";"1";"0,12"
"HUNTER DOUGLAS";"ANN4327C1220";"HDG";"Euronext Amsterdam";"EUR";"63,65";"63,99";"63,03";"63,99";"10/03/2017 17:35";"CET";"3381";"215431,00"
"HUNTER DOUGLAS";"ANN4327C1303";"HUNDP";"Euronext Amsterdam";"EUR";"0,35";"0,35";"0,35";"0,35";"01/03/2017 16:30";"CET";"2";"0,70"
"HYBRIGENICS";"FR0004153930";"ALHYG";"Alternext Paris";"EUR";"0,84";"0,85";"0,84";"0,84";"10/03/2017 17:35";"CET";"38605";"32572,45"
"HYDRATEC";"NL0009391242";"HYDRA";"Euronext Amsterdam";"EUR";"54,40";"54,40";"54,40";"54,40";"10/03/2017 11:30";"CET";"5";"272,00"
